"","ter_ic","title","sum","IC","result"
"3417","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1464",14
"3418","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1464",99
"3419","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1464",64
"3420","TIC_5","Путин Владимир Владимирович",112663,"УИК_1464",842
"3421","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1464",49
"3422","TIC_5","Сурайкин Максим Александрович",997,"УИК_1464",12
"3423","TIC_5","Титов Борис Юрьевич",2165,"УИК_1464",24
"3424","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1464",23
"3425","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1465",13
"3426","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1465",150
"3427","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1465",40
"3428","TIC_5","Путин Владимир Владимирович",112663,"УИК_1465",928
"3429","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1465",56
"3430","TIC_5","Сурайкин Максим Александрович",997,"УИК_1465",10
"3431","TIC_5","Титов Борис Юрьевич",2165,"УИК_1465",12
"3432","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1465",50
"3433","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1466",6
"3434","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1466",130
"3435","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1466",73
"3436","TIC_5","Путин Владимир Владимирович",112663,"УИК_1466",892
"3437","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1466",47
"3438","TIC_5","Сурайкин Максим Александрович",997,"УИК_1466",8
"3439","TIC_5","Титов Борис Юрьевич",2165,"УИК_1466",25
"3440","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1466",44
"3441","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1467",11
"3442","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1467",104
"3443","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1467",56
"3444","TIC_5","Путин Владимир Владимирович",112663,"УИК_1467",897
"3445","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1467",38
"3446","TIC_5","Сурайкин Максим Александрович",997,"УИК_1467",4
"3447","TIC_5","Титов Борис Юрьевич",2165,"УИК_1467",18
"3448","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1467",36
"3449","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1468",10
"3450","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1468",90
"3451","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1468",58
"3452","TIC_5","Путин Владимир Владимирович",112663,"УИК_1468",955
"3453","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1468",50
"3454","TIC_5","Сурайкин Максим Александрович",997,"УИК_1468",9
"3455","TIC_5","Титов Борис Юрьевич",2165,"УИК_1468",18
"3456","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1468",32
"3457","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1469",17
"3458","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1469",123
"3459","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1469",71
"3460","TIC_5","Путин Владимир Владимирович",112663,"УИК_1469",1050
"3461","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1469",45
"3462","TIC_5","Сурайкин Максим Александрович",997,"УИК_1469",10
"3463","TIC_5","Титов Борис Юрьевич",2165,"УИК_1469",32
"3464","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1469",50
"3465","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1470",17
"3466","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1470",118
"3467","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1470",73
"3468","TIC_5","Путин Владимир Владимирович",112663,"УИК_1470",1102
"3469","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1470",52
"3470","TIC_5","Сурайкин Максим Александрович",997,"УИК_1470",8
"3471","TIC_5","Титов Борис Юрьевич",2165,"УИК_1470",24
"3472","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1470",43
"3473","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1471",14
"3474","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1471",111
"3475","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1471",56
"3476","TIC_5","Путин Владимир Владимирович",112663,"УИК_1471",1071
"3477","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1471",56
"3478","TIC_5","Сурайкин Максим Александрович",997,"УИК_1471",9
"3479","TIC_5","Титов Борис Юрьевич",2165,"УИК_1471",10
"3480","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1471",35
"3481","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1472",7
"3482","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1472",105
"3483","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1472",68
"3484","TIC_5","Путин Владимир Владимирович",112663,"УИК_1472",799
"3485","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1472",35
"3486","TIC_5","Сурайкин Максим Александрович",997,"УИК_1472",9
"3487","TIC_5","Титов Борис Юрьевич",2165,"УИК_1472",13
"3488","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1472",38
"3489","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1473",3
"3490","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1473",139
"3491","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1473",61
"3492","TIC_5","Путин Владимир Владимирович",112663,"УИК_1473",999
"3493","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1473",63
"3494","TIC_5","Сурайкин Максим Александрович",997,"УИК_1473",9
"3495","TIC_5","Титов Борис Юрьевич",2165,"УИК_1473",24
"3496","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1473",38
"3497","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1474",11
"3498","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1474",101
"3499","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1474",50
"3500","TIC_5","Путин Владимир Владимирович",112663,"УИК_1474",962
"3501","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1474",61
"3502","TIC_5","Сурайкин Максим Александрович",997,"УИК_1474",10
"3503","TIC_5","Титов Борис Юрьевич",2165,"УИК_1474",18
"3504","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1474",37
"3505","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1475",8
"3506","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1475",129
"3507","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1475",62
"3508","TIC_5","Путин Владимир Владимирович",112663,"УИК_1475",890
"3509","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1475",67
"3510","TIC_5","Сурайкин Максим Александрович",997,"УИК_1475",4
"3511","TIC_5","Титов Борис Юрьевич",2165,"УИК_1475",17
"3512","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1475",36
"3513","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1476",15
"3514","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1476",164
"3515","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1476",62
"3516","TIC_5","Путин Владимир Владимирович",112663,"УИК_1476",1158
"3517","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1476",87
"3518","TIC_5","Сурайкин Максим Александрович",997,"УИК_1476",6
"3519","TIC_5","Титов Борис Юрьевич",2165,"УИК_1476",21
"3520","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1476",28
"3521","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1477",15
"3522","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1477",259
"3523","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1477",53
"3524","TIC_5","Путин Владимир Владимирович",112663,"УИК_1477",1300
"3525","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1477",111
"3526","TIC_5","Сурайкин Максим Александрович",997,"УИК_1477",11
"3527","TIC_5","Титов Борис Юрьевич",2165,"УИК_1477",34
"3528","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1477",63
"3529","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1478",16
"3530","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1478",129
"3531","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1478",74
"3532","TIC_5","Путин Владимир Владимирович",112663,"УИК_1478",1105
"3533","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1478",56
"3534","TIC_5","Сурайкин Максим Александрович",997,"УИК_1478",11
"3535","TIC_5","Титов Борис Юрьевич",2165,"УИК_1478",27
"3536","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1478",49
"3537","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1479",17
"3538","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1479",123
"3539","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1479",80
"3540","TIC_5","Путин Владимир Владимирович",112663,"УИК_1479",1202
"3541","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1479",61
"3542","TIC_5","Сурайкин Максим Александрович",997,"УИК_1479",14
"3543","TIC_5","Титов Борис Юрьевич",2165,"УИК_1479",20
"3544","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1479",32
"3545","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1480",20
"3546","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1480",156
"3547","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1480",61
"3548","TIC_5","Путин Владимир Владимирович",112663,"УИК_1480",1058
"3549","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1480",75
"3550","TIC_5","Сурайкин Максим Александрович",997,"УИК_1480",11
"3551","TIC_5","Титов Борис Юрьевич",2165,"УИК_1480",21
"3552","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1480",74
"3553","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1481",11
"3554","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1481",110
"3555","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1481",54
"3556","TIC_5","Путин Владимир Владимирович",112663,"УИК_1481",1001
"3557","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1481",35
"3558","TIC_5","Сурайкин Максим Александрович",997,"УИК_1481",12
"3559","TIC_5","Титов Борис Юрьевич",2165,"УИК_1481",16
"3560","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1481",25
"3561","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1482",12
"3562","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1482",97
"3563","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1482",44
"3564","TIC_5","Путин Владимир Владимирович",112663,"УИК_1482",833
"3565","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1482",39
"3566","TIC_5","Сурайкин Максим Александрович",997,"УИК_1482",11
"3567","TIC_5","Титов Борис Юрьевич",2165,"УИК_1482",16
"3568","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1482",34
"3569","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1483",8
"3570","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1483",107
"3571","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1483",38
"3572","TIC_5","Путин Владимир Владимирович",112663,"УИК_1483",812
"3573","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1483",46
"3574","TIC_5","Сурайкин Максим Александрович",997,"УИК_1483",6
"3575","TIC_5","Титов Борис Юрьевич",2165,"УИК_1483",20
"3576","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1483",32
"3577","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1484",9
"3578","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1484",78
"3579","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1484",36
"3580","TIC_5","Путин Владимир Владимирович",112663,"УИК_1484",688
"3581","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1484",45
"3582","TIC_5","Сурайкин Максим Александрович",997,"УИК_1484",7
"3583","TIC_5","Титов Борис Юрьевич",2165,"УИК_1484",9
"3584","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1484",21
"3585","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1485",10
"3586","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1485",74
"3587","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1485",38
"3588","TIC_5","Путин Владимир Владимирович",112663,"УИК_1485",813
"3589","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1485",43
"3590","TIC_5","Сурайкин Максим Александрович",997,"УИК_1485",5
"3591","TIC_5","Титов Борис Юрьевич",2165,"УИК_1485",12
"3592","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1485",42
"3593","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1486",11
"3594","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1486",109
"3595","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1486",43
"3596","TIC_5","Путин Владимир Владимирович",112663,"УИК_1486",891
"3597","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1486",69
"3598","TIC_5","Сурайкин Максим Александрович",997,"УИК_1486",12
"3599","TIC_5","Титов Борис Юрьевич",2165,"УИК_1486",19
"3600","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1486",31
"3601","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1487",14
"3602","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1487",157
"3603","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1487",45
"3604","TIC_5","Путин Владимир Владимирович",112663,"УИК_1487",949
"3605","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1487",59
"3606","TIC_5","Сурайкин Максим Александрович",997,"УИК_1487",10
"3607","TIC_5","Титов Борис Юрьевич",2165,"УИК_1487",19
"3608","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1487",36
"3609","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1488",10
"3610","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1488",107
"3611","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1488",51
"3612","TIC_5","Путин Владимир Владимирович",112663,"УИК_1488",1015
"3613","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1488",51
"3614","TIC_5","Сурайкин Максим Александрович",997,"УИК_1488",7
"3615","TIC_5","Титов Борис Юрьевич",2165,"УИК_1488",16
"3616","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1488",49
"3617","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1489",9
"3618","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1489",99
"3619","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1489",60
"3620","TIC_5","Путин Владимир Владимирович",112663,"УИК_1489",946
"3621","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1489",38
"3622","TIC_5","Сурайкин Максим Александрович",997,"УИК_1489",5
"3623","TIC_5","Титов Борис Юрьевич",2165,"УИК_1489",12
"3624","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1489",38
"3625","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1490",10
"3626","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1490",147
"3627","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1490",49
"3628","TIC_5","Путин Владимир Владимирович",112663,"УИК_1490",1046
"3629","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1490",53
"3630","TIC_5","Сурайкин Максим Александрович",997,"УИК_1490",13
"3631","TIC_5","Титов Борис Юрьевич",2165,"УИК_1490",19
"3632","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1490",45
"3633","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1491",7
"3634","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1491",121
"3635","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1491",45
"3636","TIC_5","Путин Владимир Владимирович",112663,"УИК_1491",799
"3637","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1491",43
"3638","TIC_5","Сурайкин Максим Александрович",997,"УИК_1491",10
"3639","TIC_5","Титов Борис Юрьевич",2165,"УИК_1491",14
"3640","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1491",29
"3641","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1492",13
"3642","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1492",137
"3643","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1492",69
"3644","TIC_5","Путин Владимир Владимирович",112663,"УИК_1492",1050
"3645","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1492",54
"3646","TIC_5","Сурайкин Максим Александрович",997,"УИК_1492",5
"3647","TIC_5","Титов Борис Юрьевич",2165,"УИК_1492",22
"3648","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1492",45
"3649","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1493",18
"3650","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1493",104
"3651","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1493",67
"3652","TIC_5","Путин Владимир Владимирович",112663,"УИК_1493",905
"3653","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1493",35
"3654","TIC_5","Сурайкин Максим Александрович",997,"УИК_1493",6
"3655","TIC_5","Титов Борис Юрьевич",2165,"УИК_1493",9
"3656","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1493",33
"3657","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1494",12
"3658","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1494",144
"3659","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1494",58
"3660","TIC_5","Путин Владимир Владимирович",112663,"УИК_1494",999
"3661","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1494",73
"3662","TIC_5","Сурайкин Максим Александрович",997,"УИК_1494",9
"3663","TIC_5","Титов Борис Юрьевич",2165,"УИК_1494",21
"3664","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1494",53
"3665","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1495",6
"3666","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1495",127
"3667","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1495",52
"3668","TIC_5","Путин Владимир Владимирович",112663,"УИК_1495",942
"3669","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1495",59
"3670","TIC_5","Сурайкин Максим Александрович",997,"УИК_1495",8
"3671","TIC_5","Титов Борис Юрьевич",2165,"УИК_1495",20
"3672","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1495",18
"3673","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1496",15
"3674","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1496",111
"3675","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1496",66
"3676","TIC_5","Путин Владимир Владимирович",112663,"УИК_1496",1062
"3677","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1496",57
"3678","TIC_5","Сурайкин Максим Александрович",997,"УИК_1496",8
"3679","TIC_5","Титов Борис Юрьевич",2165,"УИК_1496",21
"3680","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1496",31
"3681","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1497",13
"3682","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1497",145
"3683","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1497",49
"3684","TIC_5","Путин Владимир Владимирович",112663,"УИК_1497",1058
"3685","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1497",55
"3686","TIC_5","Сурайкин Максим Александрович",997,"УИК_1497",7
"3687","TIC_5","Титов Борис Юрьевич",2165,"УИК_1497",19
"3688","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1497",55
"3689","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1498",19
"3690","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1498",109
"3691","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1498",57
"3692","TIC_5","Путин Владимир Владимирович",112663,"УИК_1498",984
"3693","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1498",54
"3694","TIC_5","Сурайкин Максим Александрович",997,"УИК_1498",6
"3695","TIC_5","Титов Борис Юрьевич",2165,"УИК_1498",24
"3696","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1498",54
"3697","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1499",18
"3698","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1499",163
"3699","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1499",46
"3700","TIC_5","Путин Владимир Владимирович",112663,"УИК_1499",1108
"3701","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1499",70
"3702","TIC_5","Сурайкин Максим Александрович",997,"УИК_1499",12
"3703","TIC_5","Титов Борис Юрьевич",2165,"УИК_1499",28
"3704","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1499",59
"3705","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1500",14
"3706","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1500",151
"3707","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1500",55
"3708","TIC_5","Путин Владимир Владимирович",112663,"УИК_1500",986
"3709","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1500",44
"3710","TIC_5","Сурайкин Максим Александрович",997,"УИК_1500",8
"3711","TIC_5","Титов Борис Юрьевич",2165,"УИК_1500",17
"3712","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1500",32
"3713","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1501",13
"3714","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1501",102
"3715","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1501",61
"3716","TIC_5","Путин Владимир Владимирович",112663,"УИК_1501",940
"3717","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1501",34
"3718","TIC_5","Сурайкин Максим Александрович",997,"УИК_1501",7
"3719","TIC_5","Титов Борис Юрьевич",2165,"УИК_1501",14
"3720","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1501",34
"3721","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1502",10
"3722","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1502",81
"3723","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1502",50
"3724","TIC_5","Путин Владимир Владимирович",112663,"УИК_1502",916
"3725","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1502",40
"3726","TIC_5","Сурайкин Максим Александрович",997,"УИК_1502",9
"3727","TIC_5","Титов Борис Юрьевич",2165,"УИК_1502",16
"3728","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1502",38
"3729","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1503",12
"3730","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1503",82
"3731","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1503",50
"3732","TIC_5","Путин Владимир Владимирович",112663,"УИК_1503",878
"3733","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1503",30
"3734","TIC_5","Сурайкин Максим Александрович",997,"УИК_1503",5
"3735","TIC_5","Титов Борис Юрьевич",2165,"УИК_1503",17
"3736","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1503",31
"3737","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1504",16
"3738","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1504",104
"3739","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1504",67
"3740","TIC_5","Путин Владимир Владимирович",112663,"УИК_1504",961
"3741","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1504",37
"3742","TIC_5","Сурайкин Максим Александрович",997,"УИК_1504",10
"3743","TIC_5","Титов Борис Юрьевич",2165,"УИК_1504",27
"3744","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1504",32
"3745","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1505",16
"3746","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1505",72
"3747","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1505",41
"3748","TIC_5","Путин Владимир Владимирович",112663,"УИК_1505",1082
"3749","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1505",34
"3750","TIC_5","Сурайкин Максим Александрович",997,"УИК_1505",13
"3751","TIC_5","Титов Борис Юрьевич",2165,"УИК_1505",14
"3752","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1505",16
"3753","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1506",14
"3754","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1506",109
"3755","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1506",76
"3756","TIC_5","Путин Владимир Владимирович",112663,"УИК_1506",983
"3757","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1506",47
"3758","TIC_5","Сурайкин Максим Александрович",997,"УИК_1506",11
"3759","TIC_5","Титов Борис Юрьевич",2165,"УИК_1506",12
"3760","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1506",24
"3761","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1507",9
"3762","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1507",91
"3763","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1507",48
"3764","TIC_5","Путин Владимир Владимирович",112663,"УИК_1507",894
"3765","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1507",47
"3766","TIC_5","Сурайкин Максим Александрович",997,"УИК_1507",7
"3767","TIC_5","Титов Борис Юрьевич",2165,"УИК_1507",15
"3768","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1507",48
"3769","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1508",4
"3770","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1508",10
"3771","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1508",25
"3772","TIC_5","Путин Владимир Владимирович",112663,"УИК_1508",541
"3773","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1508",4
"3774","TIC_5","Сурайкин Максим Александрович",997,"УИК_1508",3
"3775","TIC_5","Титов Борис Юрьевич",2165,"УИК_1508",1
"3776","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1508",5
"3777","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1509",8
"3778","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1509",131
"3779","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1509",46
"3780","TIC_5","Путин Владимир Владимирович",112663,"УИК_1509",1217
"3781","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1509",67
"3782","TIC_5","Сурайкин Максим Александрович",997,"УИК_1509",9
"3783","TIC_5","Титов Борис Юрьевич",2165,"УИК_1509",25
"3784","TIC_5","Явлинский Григорий Алексеевич",4191,"УИК_1509",39
"3785","TIC_5","Бабурин Сергей Николаевич",1304,"УИК_1510",12
"3786","TIC_5","Грудинин Павел Николаевич",13763,"УИК_1510",126
"3787","TIC_5","Жириновский Владимир Вольфович",6522,"УИК_1510",66
"3788","TIC_5","Путин Владимир Владимирович",112663,"УИК_1510",1039
"3789","TIC_5","Собчак Ксения Анатольевна",6077,"УИК_1510",50
"3790","TIC_5","Сурайкин Максим Александрович",997,"УИК_1510",11
