"","ter_ic","title","sum","IC","result"
"6326","TIC_10","Сурайкин Максим Александрович",379,"УИК_240",5
"6327","TIC_10","Титов Борис Юрьевич",873,"УИК_240",10
"6328","TIC_10","Явлинский Григорий Алексеевич",1677,"УИК_240",16
"6329","TIC_10","Бабурин Сергей Николаевич",528,"УИК_241",13
"6330","TIC_10","Грудинин Павел Николаевич",4897,"УИК_241",118
"6331","TIC_10","Жириновский Владимир Вольфович",2467,"УИК_241",48
"6332","TIC_10","Путин Владимир Владимирович",42767,"УИК_241",838
"6333","TIC_10","Собчак Ксения Анатольевна",2273,"УИК_241",65
"6334","TIC_10","Сурайкин Максим Александрович",379,"УИК_241",4
"6335","TIC_10","Титов Борис Юрьевич",873,"УИК_241",19
"6336","TIC_10","Явлинский Григорий Алексеевич",1677,"УИК_241",57
"6337","TIC_10","Бабурин Сергей Николаевич",528,"УИК_242",10
"6338","TIC_10","Грудинин Павел Николаевич",4897,"УИК_242",114
"6339","TIC_10","Жириновский Владимир Вольфович",2467,"УИК_242",53
"6340","TIC_10","Путин Владимир Владимирович",42767,"УИК_242",855
"6341","TIC_10","Собчак Ксения Анатольевна",2273,"УИК_242",54
"6342","TIC_10","Сурайкин Максим Александрович",379,"УИК_242",9
"6343","TIC_10","Титов Борис Юрьевич",873,"УИК_242",23
"6344","TIC_10","Явлинский Григорий Алексеевич",1677,"УИК_242",36
"6345","TIC_10","Бабурин Сергей Николаевич",528,"УИК_243",10
"6346","TIC_10","Грудинин Павел Николаевич",4897,"УИК_243",133
"6347","TIC_10","Жириновский Владимир Вольфович",2467,"УИК_243",49
"6348","TIC_10","Путин Владимир Владимирович",42767,"УИК_243",956
"6349","TIC_10","Собчак Ксения Анатольевна",2273,"УИК_243",57
"6350","TIC_10","Сурайкин Максим Александрович",379,"УИК_243",4
"6351","TIC_10","Титов Борис Юрьевич",873,"УИК_243",31
"6352","TIC_10","Явлинский Григорий Алексеевич",1677,"УИК_243",32
"6353","TIC_10","Бабурин Сергей Николаевич",528,"УИК_244",14
"6354","TIC_10","Грудинин Павел Николаевич",4897,"УИК_244",108
"6355","TIC_10","Жириновский Владимир Вольфович",2467,"УИК_244",44
"6356","TIC_10","Путин Владимир Владимирович",42767,"УИК_244",1019
"6357","TIC_10","Собчак Ксения Анатольевна",2273,"УИК_244",57
"6358","TIC_10","Сурайкин Максим Александрович",379,"УИК_244",9
"6359","TIC_10","Титов Борис Юрьевич",873,"УИК_244",24
"6360","TIC_10","Явлинский Григорий Алексеевич",1677,"УИК_244",48
"6361","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_414",13
"6362","TIC_11","Грудинин Павел Николаевич",11549,"УИК_414",212
"6363","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_414",57
"6364","TIC_11","Путин Владимир Владимирович",102522,"УИК_414",1004
"6365","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_414",114
"6366","TIC_11","Сурайкин Максим Александрович",1016,"УИК_414",9
"6367","TIC_11","Титов Борис Юрьевич",2019,"УИК_414",24
"6368","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_414",58
"6369","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_415",7
"6370","TIC_11","Грудинин Павел Николаевич",11549,"УИК_415",106
"6371","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_415",28
"6372","TIC_11","Путин Владимир Владимирович",102522,"УИК_415",771
"6373","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_415",59
"6374","TIC_11","Сурайкин Максим Александрович",1016,"УИК_415",9
"6375","TIC_11","Титов Борис Юрьевич",2019,"УИК_415",13
"6376","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_415",55
"6377","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_416",21
"6378","TIC_11","Грудинин Павел Николаевич",11549,"УИК_416",139
"6379","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_416",67
"6380","TIC_11","Путин Владимир Владимирович",102522,"УИК_416",1288
"6381","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_416",69
"6382","TIC_11","Сурайкин Максим Александрович",1016,"УИК_416",14
"6383","TIC_11","Титов Борис Юрьевич",2019,"УИК_416",17
"6384","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_416",67
"6385","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_417",10
"6386","TIC_11","Грудинин Павел Николаевич",11549,"УИК_417",175
"6387","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_417",81
"6388","TIC_11","Путин Владимир Владимирович",102522,"УИК_417",1206
"6389","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_417",73
"6390","TIC_11","Сурайкин Максим Александрович",1016,"УИК_417",9
"6391","TIC_11","Титов Борис Юрьевич",2019,"УИК_417",15
"6392","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_417",60
"6393","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_418",10
"6394","TIC_11","Грудинин Павел Николаевич",11549,"УИК_418",127
"6395","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_418",49
"6396","TIC_11","Путин Владимир Владимирович",102522,"УИК_418",1027
"6397","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_418",63
"6398","TIC_11","Сурайкин Максим Александрович",1016,"УИК_418",12
"6399","TIC_11","Титов Борис Юрьевич",2019,"УИК_418",23
"6400","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_418",59
"6401","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_419",7
"6402","TIC_11","Грудинин Павел Николаевич",11549,"УИК_419",117
"6403","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_419",38
"6404","TIC_11","Путин Владимир Владимирович",102522,"УИК_419",705
"6405","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_419",52
"6406","TIC_11","Сурайкин Максим Александрович",1016,"УИК_419",11
"6407","TIC_11","Титов Борис Юрьевич",2019,"УИК_419",27
"6408","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_419",37
"6409","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_420",12
"6410","TIC_11","Грудинин Павел Николаевич",11549,"УИК_420",135
"6411","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_420",36
"6412","TIC_11","Путин Владимир Владимирович",102522,"УИК_420",1178
"6413","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_420",63
"6414","TIC_11","Сурайкин Максим Александрович",1016,"УИК_420",6
"6415","TIC_11","Титов Борис Юрьевич",2019,"УИК_420",22
"6416","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_420",72
"6417","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_421",10
"6418","TIC_11","Грудинин Павел Николаевич",11549,"УИК_421",155
"6419","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_421",40
"6420","TIC_11","Путин Владимир Владимирович",102522,"УИК_421",1114
"6421","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_421",117
"6422","TIC_11","Сурайкин Максим Александрович",1016,"УИК_421",6
"6423","TIC_11","Титов Борис Юрьевич",2019,"УИК_421",33
"6424","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_421",62
"6425","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_422",9
"6426","TIC_11","Грудинин Павел Николаевич",11549,"УИК_422",156
"6427","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_422",53
"6428","TIC_11","Путин Владимир Владимирович",102522,"УИК_422",1161
"6429","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_422",51
"6430","TIC_11","Сурайкин Максим Александрович",1016,"УИК_422",7
"6431","TIC_11","Титов Борис Юрьевич",2019,"УИК_422",18
"6432","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_422",62
"6433","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_423",12
"6434","TIC_11","Грудинин Павел Николаевич",11549,"УИК_423",134
"6435","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_423",85
"6436","TIC_11","Путин Владимир Владимирович",102522,"УИК_423",920
"6437","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_423",62
"6438","TIC_11","Сурайкин Максим Александрович",1016,"УИК_423",11
"6439","TIC_11","Титов Борис Юрьевич",2019,"УИК_423",16
"6440","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_423",59
"6441","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_424",13
"6442","TIC_11","Грудинин Павел Николаевич",11549,"УИК_424",125
"6443","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_424",48
"6444","TIC_11","Путин Владимир Владимирович",102522,"УИК_424",1047
"6445","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_424",65
"6446","TIC_11","Сурайкин Максим Александрович",1016,"УИК_424",8
"6447","TIC_11","Титов Борис Юрьевич",2019,"УИК_424",32
"6448","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_424",43
"6449","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_425",14
"6450","TIC_11","Грудинин Павел Николаевич",11549,"УИК_425",128
"6451","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_425",50
"6452","TIC_11","Путин Владимир Владимирович",102522,"УИК_425",1047
"6453","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_425",58
"6454","TIC_11","Сурайкин Максим Александрович",1016,"УИК_425",14
"6455","TIC_11","Титов Борис Юрьевич",2019,"УИК_425",19
"6456","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_425",35
"6457","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_426",12
"6458","TIC_11","Грудинин Павел Николаевич",11549,"УИК_426",126
"6459","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_426",54
"6460","TIC_11","Путин Владимир Владимирович",102522,"УИК_426",1196
"6461","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_426",64
"6462","TIC_11","Сурайкин Максим Александрович",1016,"УИК_426",11
"6463","TIC_11","Титов Борис Юрьевич",2019,"УИК_426",24
"6464","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_426",60
"6465","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_427",14
"6466","TIC_11","Грудинин Павел Николаевич",11549,"УИК_427",120
"6467","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_427",55
"6468","TIC_11","Путин Владимир Владимирович",102522,"УИК_427",1141
"6469","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_427",45
"6470","TIC_11","Сурайкин Максим Александрович",1016,"УИК_427",9
"6471","TIC_11","Титов Борис Юрьевич",2019,"УИК_427",27
"6472","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_427",60
"6473","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_428",12
"6474","TIC_11","Грудинин Павел Николаевич",11549,"УИК_428",95
"6475","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_428",54
"6476","TIC_11","Путин Владимир Владимирович",102522,"УИК_428",1047
"6477","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_428",56
"6478","TIC_11","Сурайкин Максим Александрович",1016,"УИК_428",9
"6479","TIC_11","Титов Борис Юрьевич",2019,"УИК_428",15
"6480","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_428",45
"6481","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_429",14
"6482","TIC_11","Грудинин Павел Николаевич",11549,"УИК_429",97
"6483","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_429",45
"6484","TIC_11","Путин Владимир Владимирович",102522,"УИК_429",950
"6485","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_429",64
"6486","TIC_11","Сурайкин Максим Александрович",1016,"УИК_429",16
"6487","TIC_11","Титов Борис Юрьевич",2019,"УИК_429",17
"6488","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_429",62
"6489","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_430",19
"6490","TIC_11","Грудинин Павел Николаевич",11549,"УИК_430",124
"6491","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_430",49
"6492","TIC_11","Путин Владимир Владимирович",102522,"УИК_430",1109
"6493","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_430",71
"6494","TIC_11","Сурайкин Максим Александрович",1016,"УИК_430",8
"6495","TIC_11","Титов Борис Юрьевич",2019,"УИК_430",37
"6496","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_430",56
"6497","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_431",9
"6498","TIC_11","Грудинин Павел Николаевич",11549,"УИК_431",132
"6499","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_431",47
"6500","TIC_11","Путин Владимир Владимирович",102522,"УИК_431",1032
"6501","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_431",50
"6502","TIC_11","Сурайкин Максим Александрович",1016,"УИК_431",8
"6503","TIC_11","Титов Борис Юрьевич",2019,"УИК_431",18
"6504","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_431",40
"6505","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_432",10
"6506","TIC_11","Грудинин Павел Николаевич",11549,"УИК_432",116
"6507","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_432",53
"6508","TIC_11","Путин Владимир Владимирович",102522,"УИК_432",957
"6509","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_432",94
"6510","TIC_11","Сурайкин Максим Александрович",1016,"УИК_432",4
"6511","TIC_11","Титов Борис Юрьевич",2019,"УИК_432",26
"6512","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_432",51
"6513","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_433",12
"6514","TIC_11","Грудинин Павел Николаевич",11549,"УИК_433",111
"6515","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_433",41
"6516","TIC_11","Путин Владимир Владимирович",102522,"УИК_433",766
"6517","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_433",73
"6518","TIC_11","Сурайкин Максим Александрович",1016,"УИК_433",11
"6519","TIC_11","Титов Борис Юрьевич",2019,"УИК_433",22
"6520","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_433",59
"6521","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_434",12
"6522","TIC_11","Грудинин Павел Николаевич",11549,"УИК_434",103
"6523","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_434",46
"6524","TIC_11","Путин Владимир Владимирович",102522,"УИК_434",888
"6525","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_434",67
"6526","TIC_11","Сурайкин Максим Александрович",1016,"УИК_434",6
"6527","TIC_11","Титов Борис Юрьевич",2019,"УИК_434",19
"6528","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_434",59
"6529","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_435",13
"6530","TIC_11","Грудинин Павел Николаевич",11549,"УИК_435",125
"6531","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_435",38
"6532","TIC_11","Путин Владимир Владимирович",102522,"УИК_435",940
"6533","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_435",58
"6534","TIC_11","Сурайкин Максим Александрович",1016,"УИК_435",10
"6535","TIC_11","Титов Борис Юрьевич",2019,"УИК_435",21
"6536","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_435",45
"6537","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_436",18
"6538","TIC_11","Грудинин Павел Николаевич",11549,"УИК_436",113
"6539","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_436",40
"6540","TIC_11","Путин Владимир Владимирович",102522,"УИК_436",1057
"6541","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_436",55
"6542","TIC_11","Сурайкин Максим Александрович",1016,"УИК_436",12
"6543","TIC_11","Титов Борис Юрьевич",2019,"УИК_436",15
"6544","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_436",63
"6545","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_437",14
"6546","TIC_11","Грудинин Павел Николаевич",11549,"УИК_437",70
"6547","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_437",48
"6548","TIC_11","Путин Владимир Владимирович",102522,"УИК_437",845
"6549","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_437",45
"6550","TIC_11","Сурайкин Максим Александрович",1016,"УИК_437",8
"6551","TIC_11","Титов Борис Юрьевич",2019,"УИК_437",14
"6552","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_437",44
"6553","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_438",20
"6554","TIC_11","Грудинин Павел Николаевич",11549,"УИК_438",134
"6555","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_438",47
"6556","TIC_11","Путин Владимир Владимирович",102522,"УИК_438",994
"6557","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_438",69
"6558","TIC_11","Сурайкин Максим Александрович",1016,"УИК_438",12
"6559","TIC_11","Титов Борис Юрьевич",2019,"УИК_438",20
"6560","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_438",73
"6561","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_439",15
"6562","TIC_11","Грудинин Павел Николаевич",11549,"УИК_439",117
"6563","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_439",34
"6564","TIC_11","Путин Владимир Владимирович",102522,"УИК_439",1133
"6565","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_439",46
"6566","TIC_11","Сурайкин Максим Александрович",1016,"УИК_439",9
"6567","TIC_11","Титов Борис Юрьевич",2019,"УИК_439",20
"6568","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_439",43
"6569","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_440",20
"6570","TIC_11","Грудинин Павел Николаевич",11549,"УИК_440",179
"6571","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_440",44
"6572","TIC_11","Путин Владимир Владимирович",102522,"УИК_440",1391
"6573","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_440",81
"6574","TIC_11","Сурайкин Максим Александрович",1016,"УИК_440",12
"6575","TIC_11","Титов Борис Юрьевич",2019,"УИК_440",32
"6576","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_440",84
"6577","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_441",12
"6578","TIC_11","Грудинин Павел Николаевич",11549,"УИК_441",144
"6579","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_441",74
"6580","TIC_11","Путин Владимир Владимирович",102522,"УИК_441",1137
"6581","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_441",77
"6582","TIC_11","Сурайкин Максим Александрович",1016,"УИК_441",15
"6583","TIC_11","Титов Борис Юрьевич",2019,"УИК_441",29
"6584","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_441",63
"6585","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_442",11
"6586","TIC_11","Грудинин Павел Николаевич",11549,"УИК_442",112
"6587","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_442",61
"6588","TIC_11","Путин Владимир Владимирович",102522,"УИК_442",1028
"6589","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_442",50
"6590","TIC_11","Сурайкин Максим Александрович",1016,"УИК_442",10
"6591","TIC_11","Титов Борис Юрьевич",2019,"УИК_442",25
"6592","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_442",50
"6593","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_443",8
"6594","TIC_11","Грудинин Павел Николаевич",11549,"УИК_443",106
"6595","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_443",45
"6596","TIC_11","Путин Владимир Владимирович",102522,"УИК_443",1050
"6597","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_443",49
"6598","TIC_11","Сурайкин Максим Александрович",1016,"УИК_443",9
"6599","TIC_11","Титов Борис Юрьевич",2019,"УИК_443",23
"6600","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_443",45
"6601","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_444",11
"6602","TIC_11","Грудинин Павел Николаевич",11549,"УИК_444",99
"6603","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_444",38
"6604","TIC_11","Путин Владимир Владимирович",102522,"УИК_444",1019
"6605","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_444",40
"6606","TIC_11","Сурайкин Максим Александрович",1016,"УИК_444",6
"6607","TIC_11","Титов Борис Юрьевич",2019,"УИК_444",14
"6608","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_444",31
"6609","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_445",9
"6610","TIC_11","Грудинин Павел Николаевич",11549,"УИК_445",98
"6611","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_445",64
"6612","TIC_11","Путин Владимир Владимирович",102522,"УИК_445",964
"6613","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_445",66
"6614","TIC_11","Сурайкин Максим Александрович",1016,"УИК_445",10
"6615","TIC_11","Титов Борис Юрьевич",2019,"УИК_445",28
"6616","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_445",49
"6617","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_446",9
"6618","TIC_11","Грудинин Павел Николаевич",11549,"УИК_446",85
"6619","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_446",46
"6620","TIC_11","Путин Владимир Владимирович",102522,"УИК_446",852
"6621","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_446",40
"6622","TIC_11","Сурайкин Максим Александрович",1016,"УИК_446",14
"6623","TIC_11","Титов Борис Юрьевич",2019,"УИК_446",24
"6624","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_446",27
"6625","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_447",8
"6626","TIC_11","Грудинин Павел Николаевич",11549,"УИК_447",109
"6627","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_447",69
"6628","TIC_11","Путин Владимир Владимирович",102522,"УИК_447",1125
"6629","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_447",45
"6630","TIC_11","Сурайкин Максим Александрович",1016,"УИК_447",7
"6631","TIC_11","Титов Борис Юрьевич",2019,"УИК_447",23
"6632","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_447",29
"6633","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_448",15
"6634","TIC_11","Грудинин Павел Николаевич",11549,"УИК_448",141
"6635","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_448",68
"6636","TIC_11","Путин Владимир Владимирович",102522,"УИК_448",1075
"6637","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_448",62
"6638","TIC_11","Сурайкин Максим Александрович",1016,"УИК_448",16
"6639","TIC_11","Титов Борис Юрьевич",2019,"УИК_448",27
"6640","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_448",48
"6641","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_449",20
"6642","TIC_11","Грудинин Павел Николаевич",11549,"УИК_449",145
"6643","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_449",59
"6644","TIC_11","Путин Владимир Владимирович",102522,"УИК_449",1042
"6645","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_449",56
"6646","TIC_11","Сурайкин Максим Александрович",1016,"УИК_449",10
"6647","TIC_11","Титов Борис Юрьевич",2019,"УИК_449",20
"6648","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_449",38
"6649","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_450",16
"6650","TIC_11","Грудинин Павел Николаевич",11549,"УИК_450",110
"6651","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_450",66
"6652","TIC_11","Путин Владимир Владимирович",102522,"УИК_450",1154
"6653","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_450",53
"6654","TIC_11","Сурайкин Максим Александрович",1016,"УИК_450",8
"6655","TIC_11","Титов Борис Юрьевич",2019,"УИК_450",15
"6656","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_450",30
"6657","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_451",5
"6658","TIC_11","Грудинин Павел Николаевич",11549,"УИК_451",80
"6659","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_451",33
"6660","TIC_11","Путин Владимир Владимирович",102522,"УИК_451",1019
"6661","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_451",47
"6662","TIC_11","Сурайкин Максим Александрович",1016,"УИК_451",6
"6663","TIC_11","Титов Борис Юрьевич",2019,"УИК_451",22
"6664","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_451",31
"6665","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_452",17
"6666","TIC_11","Грудинин Павел Николаевич",11549,"УИК_452",121
"6667","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_452",89
"6668","TIC_11","Путин Владимир Владимирович",102522,"УИК_452",1078
"6669","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_452",41
"6670","TIC_11","Сурайкин Максим Александрович",1016,"УИК_452",10
"6671","TIC_11","Титов Борис Юрьевич",2019,"УИК_452",19
"6672","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_452",36
"6673","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_453",15
"6674","TIC_11","Грудинин Павел Николаевич",11549,"УИК_453",164
"6675","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_453",40
"6676","TIC_11","Путин Владимир Владимирович",102522,"УИК_453",1160
"6677","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_453",91
"6678","TIC_11","Сурайкин Максим Александрович",1016,"УИК_453",14
"6679","TIC_11","Титов Борис Юрьевич",2019,"УИК_453",33
"6680","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_453",84
"6681","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_454",6
"6682","TIC_11","Грудинин Павел Николаевич",11549,"УИК_454",102
"6683","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_454",35
"6684","TIC_11","Путин Владимир Владимирович",102522,"УИК_454",813
"6685","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_454",60
"6686","TIC_11","Сурайкин Максим Александрович",1016,"УИК_454",8
"6687","TIC_11","Титов Борис Юрьевич",2019,"УИК_454",16
"6688","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_454",35
"6689","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_455",21
"6690","TIC_11","Грудинин Павел Николаевич",11549,"УИК_455",108
"6691","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_455",60
"6692","TIC_11","Путин Владимир Владимирович",102522,"УИК_455",1082
"6693","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_455",55
"6694","TIC_11","Сурайкин Максим Александрович",1016,"УИК_455",5
"6695","TIC_11","Титов Борис Юрьевич",2019,"УИК_455",29
"6696","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_455",44
"6697","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_456",16
"6698","TIC_11","Грудинин Павел Николаевич",11549,"УИК_456",131
"6699","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_456",57
"6700","TIC_11","Путин Владимир Владимирович",102522,"УИК_456",1023
"6701","TIC_11","Собчак Ксения Анатольевна",5442,"УИК_456",74
"6702","TIC_11","Сурайкин Максим Александрович",1016,"УИК_456",10
"6703","TIC_11","Титов Борис Юрьевич",2019,"УИК_456",25
"6704","TIC_11","Явлинский Григорий Алексеевич",4402,"УИК_456",43
"6705","TIC_11","Бабурин Сергей Николаевич",1218,"УИК_457",19
"6706","TIC_11","Грудинин Павел Николаевич",11549,"УИК_457",132
"6707","TIC_11","Жириновский Владимир Вольфович",5334,"УИК_457",47
"6708","TIC_11","Путин Владимир Владимирович",102522,"УИК_457",940
